Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId
0,S,-62.144163246338266,-33.80020220924775,104.111862,BC,18/19,1
852,S,-62.14451324633826,-33.79985220924775,104.111862,BC,18/19,1
853,S,-62.14381324633827,-33.80055220924775,104.111862,BC,18/19,1
854,S,-62.144163246338266,-33.80055220924775,104.111862,BC,18/19,1
855,S,-62.14451324633826,-33.80020220924775,104.111862,BC,18/19,1
856,S,-62.14381324633827,-33.80020220924775,104.111862,BC,18/19,1
857,S,-62.144163246338266,-33.79985220924775,104.111862,BC,18/19,1
858,S,-62.144313246338264,-33.80035220924775,104.111862,BC,18/19,1
859,S,-62.14401324633827,-33.80005220924775,104.111862,BC,18/19,1
860,S,-62.144313246338264,-33.80005220924775,104.111862,BC,18/19,1
861,S,-62.14401324633827,-33.80035220924775,104.111862,BC,18/19,1
851,S,-62.14381324633827,-33.79985220924775,104.111862,BC,18/19,1
850,S,-62.14451324633826,-33.80055220924775,104.111862,BC,18/19,1
871,M,-62.15526768921365,-33.80159165962358,105.698082,BC,18/19,4
873,M,-62.15526768921365,-33.80189165962358,105.698082,BC,18/19,4
872,M,-62.15556768921365,-33.80159165962358,105.698082,BC,18/19,4
870,M,-62.15556768921365,-33.80189165962358,105.698082,BC,18/19,4
869,M,-62.15541768921365,-33.80139165962358,105.698082,BC,18/19,4
868,M,-62.15506768921365,-33.80174165962358,105.698082,BC,18/19,4
866,M,-62.15541768921365,-33.80209165962358,105.698082,BC,18/19,4
867,M,-62.15576768921365,-33.80174165962358,105.698082,BC,18/19,4
864,M,-62.15576768921365,-33.80139165962358,105.698082,BC,18/19,4
863,M,-62.15506768921365,-33.80139165962358,105.698082,BC,18/19,4
862,M,-62.15576768921365,-33.80209165962358,105.698082,BC,18/19,4
1,M,-62.15541768921365,-33.80174165962358,105.698082,BC,18/19,4
865,M,-62.15506768921365,-33.80209165962358,105.698082,BC,18/19,4
878,N,-62.163615369826594,-33.808441599712175,104.233162,BC,18/19,6
