Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId
4906,X,-61.89864046800678,-33.5994981626966,106.229927,BC,19/20,551
4912,X,-61.89814046800679,-33.599648162696596,106.229927,BC,19/20,551
4901,X,-61.89864046800678,-33.599848162696595,106.229927,BC,19/20,551
4902,X,-61.89794046800679,-33.5991481626966,106.229927,BC,19/20,551
4903,X,-61.89864046800678,-33.5991481626966,106.229927,BC,19/20,551
4904,X,-61.89794046800679,-33.599848162696595,106.229927,BC,19/20,551
4905,X,-61.898290468006785,-33.599848162696595,106.229927,BC,19/20,551
359,X,-61.898290468006785,-33.5994981626966,106.229927,BC,19/20,551
4907,X,-61.89794046800679,-33.5994981626966,106.229927,BC,19/20,551
4910,X,-61.89814046800679,-33.5993481626966,106.229927,BC,19/20,551
4909,X,-61.89844046800678,-33.599648162696596,106.229927,BC,19/20,551
4911,X,-61.89844046800678,-33.5993481626966,106.229927,BC,19/20,551
4908,X,-61.898290468006785,-33.5991481626966,106.229927,BC,19/20,551
4956,S,-61.89509476200511,-33.59228125066983,103.75729399999999,BC,19/20,554
363,S,-61.89509476200511,-33.592631250669825,103.75729399999999,BC,19/20,554
4952,S,-61.89474476200511,-33.59298125066982,103.75729399999999,BC,19/20,554
4951,S,-61.895444762005106,-33.59228125066983,103.75729399999999,BC,19/20,554
4953,S,-61.89509476200511,-33.59298125066982,103.75729399999999,BC,19/20,554
4955,S,-61.89474476200511,-33.592631250669825,103.75729399999999,BC,19/20,554
4950,S,-61.89474476200511,-33.59228125066983,103.75729399999999,BC,19/20,554
4957,S,-61.895244762005106,-33.59278125066982,103.75729399999999,BC,19/20,554
4960,S,-61.89494476200511,-33.59278125066982,103.75729399999999,BC,19/20,554
4958,S,-61.89494476200511,-33.59248125066983,103.75729399999999,BC,19/20,554
4959,S,-61.895244762005106,-33.59248125066983,103.75729399999999,BC,19/20,554
4954,S,-61.895444762005106,-33.592631250669825,103.75729399999999,BC,19/20,554
4949,S,-61.895444762005106,-33.59298125066982,103.75729399999999,BC,19/20,554
2697,X,-61.90648814861971,-33.5888917062615,105.558121,BC,19/20,555
2702,X,-61.90633814861971,-33.588391706261504,105.558121,BC,19/20,555
2701,X,-61.906638148619706,-33.5886917062615,105.558121,BC,19/20,555
2700,X,-61.90648814861971,-33.588191706261505,105.558121,BC,19/20,555
2699,X,-61.90613814861971,-33.5885417062615,105.558121,BC,19/20,555
2698,X,-61.906838148619705,-33.5885417062615,105.558121,BC,19/20,555
2693,X,-61.906838148619705,-33.5888917062615,105.558121,BC,19/20,555
2695,X,-61.906838148619705,-33.588191706261505,105.558121,BC,19/20,555
2696,X,-61.90613814861971,-33.5888917062615,105.558121,BC,19/20,555
2703,X,-61.906638148619706,-33.588391706261504,105.558121,BC,19/20,555
2694,X,-61.90613814861971,-33.588191706261505,105.558121,BC,19/20,555
2704,X,-61.90633814861971,-33.5886917062615,105.558121,BC,19/20,555
175,X,-61.90648814861971,-33.5885417062615,105.558121,BC,19/20,555
654,X,-61.874736863559974,-33.62961830822913,104.065208,BC,19/20,557
655,X,-61.87543686355997,-33.62961830822913,104.065208,BC,19/20,557
656,X,-61.874736863559974,-33.63031830822912,104.065208,BC,19/20,557
657,X,-61.87508686355997,-33.63031830822912,104.065208,BC,19/20,557
658,X,-61.87543686355997,-33.629968308229124,104.065208,BC,19/20,557
659,X,-61.874736863559974,-33.629968308229124,104.065208,BC,19/20,557
661,X,-61.87523686355997,-33.63011830822912,104.065208,BC,19/20,557
662,X,-61.874936863559974,-33.629818308229126,104.065208,BC,19/20,557
663,X,-61.87523686355997,-33.629818308229126,104.065208,BC,19/20,557
664,X,-61.874936863559974,-33.63011830822912,104.065208,BC,19/20,557
653,X,-61.87543686355997,-33.63031830822912,104.065208,BC,19/20,557
660,X,-61.87508686355997,-33.62961830822913,104.065208,BC,19/20,557
5,X,-61.87508686355997,-33.629968308229124,104.065208,BC,19/20,557
7347,S,-61.88005357985232,-33.61138322872211,106.01531999999999,BC,19/20,562
7346,S,-61.87975357985233,-33.61138322872211,106.01531999999999,BC,19/20,562
7345,S,-61.88005357985232,-33.61168322872211,106.01531999999999,BC,19/20,562
7344,S,-61.879903579852325,-33.61118322872211,106.01531999999999,BC,19/20,562
7338,S,-61.87955357985233,-33.61118322872211,106.01531999999999,BC,19/20,562
7343,S,-61.87955357985233,-33.61153322872211,106.01531999999999,BC,19/20,562
7342,S,-61.88025357985232,-33.61153322872211,106.01531999999999,BC,19/20,562
7341,S,-61.879903579852325,-33.61188322872211,106.01531999999999,BC,19/20,562
7340,S,-61.87955357985233,-33.61188322872211,106.01531999999999,BC,19/20,562
7339,S,-61.88025357985232,-33.61118322872211,106.01531999999999,BC,19/20,562
7348,S,-61.87975357985233,-33.61168322872211,106.01531999999999,BC,19/20,562
562,S,-61.879903579852325,-33.61153322872211,106.01531999999999,BC,19/20,562
7337,S,-61.88025357985232,-33.61188322872211,106.01531999999999,BC,19/20,562
3345,M,-61.884905554463614,-33.60621307036931,107.200317,BC,19/20,564
3352,M,-61.88475555446362,-33.60601307036931,107.200317,BC,19/20,564
3351,M,-61.88505555446361,-33.60571307036931,107.200317,BC,19/20,564
3350,M,-61.88475555446362,-33.60571307036931,107.200317,BC,19/20,564
3349,M,-61.88505555446361,-33.60601307036931,107.200317,BC,19/20,564
3348,M,-61.884905554463614,-33.60551307036931,107.200317,BC,19/20,564
3347,M,-61.88455555446362,-33.60586307036931,107.200317,BC,19/20,564
3344,M,-61.88455555446362,-33.60621307036931,107.200317,BC,19/20,564
3343,M,-61.88525555446361,-33.60551307036931,107.200317,BC,19/20,564
3342,M,-61.88455555446362,-33.60551307036931,107.200317,BC,19/20,564
3341,M,-61.88525555446361,-33.60621307036931,107.200317,BC,19/20,564
3346,M,-61.88525555446361,-33.60586307036931,107.200317,BC,19/20,564
229,M,-61.884905554463614,-33.60586307036931,107.200317,BC,19/20,564
5075,S,-61.91975463506155,-33.56017962780671,104.765007,BC,19/20,566
5079,S,-61.920254635061546,-33.56002962780671,104.765007,BC,19/20,566
373,S,-61.92010463506155,-33.56017962780671,104.765007,BC,19/20,566
5080,S,-61.91995463506155,-33.56032962780671,104.765007,BC,19/20,566
5076,S,-61.92010463506155,-33.559829627806714,104.765007,BC,19/20,566
5078,S,-61.91995463506155,-33.56002962780671,104.765007,BC,19/20,566
5077,S,-61.920254635061546,-33.56032962780671,104.765007,BC,19/20,566
5070,S,-61.91975463506155,-33.559829627806714,104.765007,BC,19/20,566
5071,S,-61.920454635061546,-33.559829627806714,104.765007,BC,19/20,566
5069,S,-61.920454635061546,-33.56052962780671,104.765007,BC,19/20,566
5072,S,-61.91975463506155,-33.56052962780671,104.765007,BC,19/20,566
5073,S,-61.92010463506155,-33.56052962780671,104.765007,BC,19/20,566
5074,S,-61.920454635061546,-33.56017962780671,104.765007,BC,19/20,566
1056,M,-61.827869149521035,-33.65196265964186,107.508232,BC,19/20,571
1052,M,-61.82751914952104,-33.652662659641855,107.508232,BC,19/20,571
1053,M,-61.827869149521035,-33.652662659641855,107.508232,BC,19/20,571
1055,M,-61.82751914952104,-33.65231265964186,107.508232,BC,19/20,571
1051,M,-61.82821914952103,-33.65196265964186,107.508232,BC,19/20,571
1054,M,-61.82821914952103,-33.65231265964186,107.508232,BC,19/20,571
1059,M,-61.82801914952103,-33.65216265964186,107.508232,BC,19/20,571
1050,M,-61.82751914952104,-33.65196265964186,107.508232,BC,19/20,571
1049,M,-61.82821914952103,-33.652662659641855,107.508232,BC,19/20,571
38,M,-61.827869149521035,-33.65231265964186,107.508232,BC,19/20,571
1058,M,-61.82771914952104,-33.65216265964186,107.508232,BC,19/20,571
1057,M,-61.82801914952103,-33.652462659641856,107.508232,BC,19/20,571
1060,M,-61.82771914952104,-33.652462659641856,107.508232,BC,19/20,571
4252,X,-61.83160957421869,-33.654525219364125,107.508232,BC,19/20,572
4251,X,-61.831909574218685,-33.65422521936413,107.508232,BC,19/20,572
4250,X,-61.83160957421869,-33.65422521936413,107.508232,BC,19/20,572
4249,X,-61.831909574218685,-33.654525219364125,107.508232,BC,19/20,572
4248,X,-61.83175957421869,-33.65402521936413,107.508232,BC,19/20,572
304,X,-61.83175957421869,-33.65437521936413,107.508232,BC,19/20,572
4247,X,-61.83140957421869,-33.65437521936413,107.508232,BC,19/20,572
4244,X,-61.83140957421869,-33.654725219364124,107.508232,BC,19/20,572
4241,X,-61.832109574218684,-33.654725219364124,107.508232,BC,19/20,572
4246,X,-61.832109574218684,-33.65437521936413,107.508232,BC,19/20,572
4245,X,-61.83175957421869,-33.654725219364124,107.508232,BC,19/20,572
4243,X,-61.832109574218684,-33.65402521936413,107.508232,BC,19/20,572
4242,X,-61.83140957421869,-33.65402521936413,107.508232,BC,19/20,572
281,X,-61.90871124844695,-33.58468346778809,104.848984,BC,19/20,573
3965,X,-61.909061248446946,-33.58503346778809,104.848984,BC,19/20,573
3966,X,-61.90836124844695,-33.58433346778809,104.848984,BC,19/20,573
3976,X,-61.90856124844695,-33.58483346778809,104.848984,BC,19/20,573
3975,X,-61.90886124844695,-33.58453346778809,104.848984,BC,19/20,573
3967,X,-61.909061248446946,-33.58433346778809,104.848984,BC,19/20,573
3968,X,-61.90836124844695,-33.58503346778809,104.848984,BC,19/20,573
3972,X,-61.90871124844695,-33.58433346778809,104.848984,BC,19/20,573
3971,X,-61.90836124844695,-33.58468346778809,104.848984,BC,19/20,573
3970,X,-61.909061248446946,-33.58468346778809,104.848984,BC,19/20,573
3969,X,-61.90871124844695,-33.58503346778809,104.848984,BC,19/20,573
3974,X,-61.90856124844695,-33.58453346778809,104.848984,BC,19/20,573
3973,X,-61.90886124844695,-33.58483346778809,104.848984,BC,19/20,573
2663,S,-61.90289612803832,-33.582291273291986,104.848984,BC,19/20,574
